       -0.90675         0.40970
       -0.85891         0.41470
       -0.85668         0.38896
       -0.84837         0.39784
       -0.84553         0.36005
       -0.81688         0.36514
       -0.79611         0.36781
       -0.77772         0.36011
       -0.78358         0.35304
       -0.76334         0.35308
       -0.74646         0.34810
       -0.74852         0.34491
       -0.72080         0.33536
       -0.72327         0.35475
       -0.73108         0.33342
       -0.73857         0.34634
       -0.73372         0.31972
       -0.72104         0.34954
       -0.73491         0.33086
       -0.76371         0.35450
       -0.74714         0.35181
       -0.79316         0.36933
       -0.75761         0.35265
       -0.80764         0.36884
       -0.77440         0.37026
       -0.84209         0.38740
       -0.81741         0.38994
       -0.87586         0.38812
       -0.88422         0.41651
       -0.91638         0.42812
       -0.92377         0.42203
       -1.02667         0.47107
       -1.04082         0.47263
       -1.19837         0.56202
       -1.17477         0.53082
       -1.27347         0.60926
       -1.38689         0.63519
       -1.41770         0.64126
       -1.37364         0.67031
       -1.56067         0.68561
       -1.49241         0.71768
       -1.69194         0.78384
       -1.73432         0.81914
       -1.81915         0.85424
       -2.03839         0.94954
       -2.29882         1.00411
       -2.13165         1.01852
       -2.21258         1.10972
       -2.44622         1.06158
       -2.64473         1.22349
       -2.67140         1.24226
       -2.80517         1.30734
       -2.75300         1.30562
       -2.99836         1.39373
       -3.25629         1.47879
       -3.44205         1.60452
       -3.78642         1.73171
       -3.56528         1.67118
       -3.01997         1.50881
       -3.16727         1.55733
       -3.49138         1.64020
       -3.18682         1.64011
       -2.78664         1.45456
       -1.69882         0.99863
       -2.49683         1.33961
       -2.63755         1.37609
       -1.24246         0.94604
       -0.42876         0.80227
        0.17016         0.73459
       -0.04235         0.72519
        0.63235         0.64695
        0.77352         0.57012
        0.11983         0.48600
        0.22389         0.54754
       -0.48857         0.55900
        0.19578         0.41507
        0.26963         0.30353
       -0.58564         0.56095
        1.42642         0.58789
        0.33036         0.32186
        0.14143         0.39002
       -0.03028         0.37208
        0.41669         0.42239
        1.81217         0.80005
        4.44314         1.76082
        4.84061         1.88619
        4.06914         1.52611
        0.60048         0.32020
       -1.01243         0.62657
       -3.17741         1.34641
       -3.28233         1.51088
       -5.26687         2.25499
       -4.21590         1.89108
       -7.29043         3.20379
       -5.27586         2.48983
       -7.44901         3.26949
       -6.68065         3.17954
       -5.94390         2.66391
        1.12633         1.23393
        3.68297         1.69562
        3.68577         1.75259
        7.54303         3.02462
        5.90336         2.48457
        7.64404         3.06552
        5.21935         2.13861
        2.59689         1.29310
        3.52970         1.61984
        5.81672         2.42182
        6.36495         2.57319
        8.54994         3.37763
        7.86036         3.04371
        3.37836         1.43174
        3.66485         1.54930
        1.78430         1.13559
        6.54920         2.66193
        8.45051         3.30113
        6.35711         2.60140
        3.64185         1.65618
        4.32185         2.03760
        6.25712         2.61574
       11.34529         4.66500
        7.67414         3.14786
        5.48014         2.36914
        7.16186         2.91702
        7.02252         2.94767
        8.19205         3.39958
       11.86694         4.80274
       11.17679         4.57846
       14.10194         5.78071
       12.90918         4.86048
       11.14754         4.53657
       11.00681         4.49835
        8.57983         3.40780
        9.77811         3.81191
        7.15618         3.07952
       11.52095         4.74982
       11.71886         4.71288
       14.22954         5.75016
       11.48748         4.78885
       13.40641         5.40548
       12.75984         5.09039
       11.55313         4.81785
       13.16509         5.22918
       10.66881         4.47612
       14.61208         6.03901
        9.33878         3.53700
        7.27713         3.09277
        8.40699         3.59436
        6.38472         2.71498
        5.92975         2.67904
        7.79673         3.23644
       10.21489         4.52451
       11.78239         4.88469
       10.87489         4.69579
        7.96468         3.25912
       11.45804         4.83963
        7.03887         3.00698
       12.07697         4.94285
       18.82983         7.70683
       13.11917         5.47742
        4.37145         2.34987
        7.32894         3.30167
       16.51559         6.84010
       11.24683         4.64056
        8.87607         3.98428
       12.67768         5.37776
       11.92085         5.12857
        7.85748         3.49480
       10.34721         4.60799
        7.64846         3.52327
        3.59764         2.08059
        3.62834         2.03179
        2.35884         1.61881
        5.20289         2.54314
       -0.09648         1.32417
        0.23063         1.26086
        0.77553         1.34690
        1.83834         1.67632
        2.51740         1.53790
       -0.90828         1.29937
        3.98030         2.24060
        1.32586         1.31811
       -4.25366         1.91235
       -2.26593         1.29869
        2.73298         1.96790
        8.34120         3.73891
        0.75837         1.25541
        3.79221         2.12708
        6.02984         2.96728
        6.55519         3.00256
        0.24280         1.21523
       -1.69540         1.23650
       -4.26841         1.85298
       -4.12666         1.89586
       -8.98284         3.69394
       -0.06037         1.42529
        1.33223         1.59237
       10.90818         5.04205
       11.96973         5.23095
       11.00631         5.11623
        7.20440         3.35741
        4.48015         2.56124
        2.90874         2.03004
       -6.69039         2.62435
       -9.26981         3.71639
       -3.67313         1.82628
        6.56344         3.41733
       10.70478         4.60865
        8.97138         3.99415
        6.12558         3.20664
        5.95937         3.08047
        8.50398         4.09809
       10.60344         4.84430
        4.68067         2.94538
        4.45982         2.69034
       12.67714         5.72889
        3.79454         2.62213
        0.70017         1.61926
        3.59886         2.64281
        3.15803         2.31200
        0.41262         1.87420
        3.31171         2.75595
       -3.54074         2.63368
      -11.04510         4.92949
      -10.26064         4.33075
       -8.93315         4.26112
      -15.50833         6.50151
      -11.91236         5.32326
      -17.05614         7.44171
      -12.71284         5.33829
      -16.40380         7.25882
      -10.50502         4.58623
      -14.80346         6.27152
      -10.25365         4.38696
       -4.72936         2.95513
       -6.39286         3.30265
       -8.65502         4.04505
      -10.45808         5.00130
      -20.12150         8.49035
      -16.03000         6.51942
      -19.96253         7.70085
      -15.19441         5.94846
      -17.87253         7.32588
      -13.79058         5.62342
      -13.48014         5.35337
      -15.01063         5.90713
       -8.90067         3.54591
      -12.74384         5.15768
       -8.59659         3.66432
      -16.41191         6.58557
       -0.70518         1.90953
       -1.92038         1.71384
        1.29069         1.98997
        1.26962         2.30009
      -15.14887         6.05127
      -20.44148         8.29153
      -13.39593         5.17737
       -4.00341         1.99970
       -2.95356         1.76375
       -7.15065         3.05441
       -8.39300         3.52701
       -0.26087         1.67350
       -3.99186         1.99566
       -2.02920         1.61060
       -0.67229         1.61676
        2.63495         2.12076
       -2.13736         1.65220
        7.49129         3.82800
        2.74500         2.16855
        4.78173         2.84721
        3.86851         2.60026
        1.09772         1.81688
        0.79546         1.76742
        0.48090         1.76477
        2.48440         2.31073
        9.11840         4.46982
       -0.33076         1.64182
        0.89511         1.83837
       -1.38149         1.55674
        4.65727         2.86932
        2.86087         2.28876
        4.71894         2.86078
        4.41559         2.82680
        0.09308         1.70286
        2.18999         2.06499
        3.28640         2.32460
        0.70559         1.68296
        5.48969         3.05207
        4.52985         2.82613
        5.99213         3.32464
        3.49239         2.51862
        3.48941         2.41579
        4.02885         2.77519
        0.54224         1.72619
        0.50623         1.79622
       -0.03986         1.61435
        0.72623         1.75181
        2.38141         2.15218
        0.90880         1.73255
        0.62847         1.76155
        3.00555         2.25027
        6.37761         3.55561
        5.48072         3.24994
        4.47385         2.82455
        4.65745         2.96374
        5.11842         3.23034
        3.13443         2.58852
        0.21493         1.98939
       -1.47755         1.87515
       -0.64084         1.85794
       -3.43652         2.03890
       -6.18696         2.66309
       -2.75324         1.88820
       -9.85634         3.91782
       -7.17650         2.80194
        2.67528         2.19887
       -2.40846         1.77569
       -4.33949         2.12686
       -5.70261         2.48303
       -1.47205         1.66772
        0.66227         1.87969
       -1.61409         1.91977
       -6.84648         2.87750
       -4.17442         2.14846
       -6.18760         2.84276
       -2.92921         1.83767
        1.60775         2.05287
        4.60762         2.93964
        0.73389         2.22498
       -3.86938         2.13707
       -3.05409         1.96095
       -5.06476         2.32298
       -4.00594         2.13632
       -5.88615         2.64146
       -6.68000         2.85668
       -7.09481         2.78160
       -1.11730         1.39893
        2.66488         2.09734
       -0.27334         1.70320
       -3.50829         1.81595
       -4.50201         2.08256
       -3.43405         1.83522
       -3.53696         1.77908
       -2.80611         1.69567
        4.36490         2.73480
        2.89413         2.49244
        5.63890         3.44105
       -4.82113         2.61117
      -10.50345         4.10452
       -5.35456         2.27599
       -1.63788         1.46533
        4.42851         2.77006
       -5.77281         2.48230
       -2.17146         1.55759
       -6.10133         2.75110
       -7.29084         2.91807
        0.30373         1.74196
       -2.03113         1.84437
      -11.01196         4.61772
       -8.95106         3.43195
      -10.05387         4.21605
       -6.64367         2.59933
       -7.35383         3.21276
      -12.87769         5.25589
        5.50307         2.84580
